iter	Passed	Remaining
883	2146	281
884	2148	279
885	2150	276
886	2152	274
887	2154	271
888	2155	269
889	2157	266
890	2159	264
891	2161	261
892	2163	259
893	2166	256
894	2168	254
895	2170	251
896	2173	249
897	2174	247
898	2176	244
899	2178	242
900	2180	239
901	2181	237
902	2183	234
903	2185	232
904	2187	229
905	2189	227
906	2191	224
907	2193	222
908	2195	219
909	2198	217
910	2200	214
911	2203	212
912	2205	210
913	2207	207
914	2209	205
915	2211	202
916	2213	200
917	2215	197
918	2217	195
919	2219	192
920	2221	190
921	2222	188
922	2224	185
923	2226	183
924	2228	180
925	2230	178
926	2232	175
927	2234	173
928	2235	170
929	2238	168
930	2240	166
931	2241	163
932	2244	161
933	2245	158
934	2247	156
935	2249	153
936	2251	151
937	2253	148
938	2256	146
939	2258	144
940	2260	141
941	2262	139
942	2265	136
943	2269	134
944	2271	132
945	2273	129
946	2275	127
947	2276	124
948	2280	122
949	2282	120
950	2284	117
951	2286	115
952	2288	112
953	2289	110
954	2292	108
955	2295	105
956	2297	103
957	2299	100
958	2301	98
959	2302	95
960	2305	93
961	2307	91
962	2309	88
963	2311	86
964	2313	83
965	2314	81
966	2318	79
967	2321	76
968	2323	74
969	2325	71
970	2327	69
971	2330	67
972	2332	64
973	2334	62
974	2336	59
975	2338	57
976	2340	55
977	2343	52
978	2345	50
979	2347	47
980	2348	45
981	2350	43
982	2353	40
983	2356	38
984	2358	35
985	2359	33
986	2361	31
987	2363	28
988	2365	26
989	2367	23
990	2369	21
991	2419	19
992	2425	17
993	2427	14
994	2430	12
995	2432	9
996	2434	7
997	2436	4
998	2438	2
999	2440	0
