iter	Passed	Remaining
721	1580	608
722	1583	606
723	1584	604
724	1586	601
725	1588	599
726	1590	597
727	1591	594
728	1593	592
729	1595	590
730	1597	587
731	1599	585
732	1600	583
733	1602	580
734	1604	578
735	1606	576
736	1608	573
737	1609	571
738	1612	569
739	1613	566
740	1615	564
741	1616	562
742	1619	560
743	1621	557
744	1623	555
745	1624	553
746	1626	550
747	1628	548
748	1630	546
749	1632	544
750	1635	542
751	1637	539
752	1638	537
753	1640	535
754	1643	533
755	1647	531
756	1649	529
757	1651	527
758	1653	525
759	1656	523
760	1657	520
761	1660	518
762	1665	517
763	1667	515
764	1668	512
765	1670	510
766	1672	508
767	1674	505
768	1677	503
769	1679	501
770	1681	499
771	1683	497
772	1685	494
773	1687	492
774	1692	491
775	1694	489
776	1695	486
777	1697	484
778	1699	482
779	1701	479
780	1702	477
781	1706	475
782	1708	473
783	1709	471
784	1711	468
785	1713	466
786	1715	464
787	1716	461
788	1719	459
789	1721	457
790	1723	455
791	1724	453
792	1726	450
793	1728	448
794	1730	446
795	1732	443
796	1734	441
797	1736	439
798	1738	437
799	1740	435
800	1741	432
801	1743	430
802	1745	428
803	1747	426
804	1749	423
805	1751	421
806	1753	419
807	1754	416
808	1756	414
809	1759	412
810	1760	410
811	1762	408
812	1764	405
813	1766	403
814	1767	401
815	1769	398
816	1771	396
817	1773	394
818	1775	392
819	1777	390
820	1779	387
821	1780	385
822	1782	383
823	1784	381
824	1786	378
825	1789	376
826	1790	374
827	1792	372
828	1794	370
829	1796	368
830	1799	366
831	1801	363
832	1803	361
833	1806	359
834	1807	357
835	1809	354
836	1811	352
837	1813	350
838	1815	348
839	1817	346
840	1819	344
841	1821	341
842	1823	339
843	1825	337
844	1828	335
845	1830	333
846	1831	330
847	1834	328
848	1836	326
849	1838	324
850	1839	322
851	1841	319
852	1843	317
853	1845	315
854	1847	313
855	1849	311
856	1851	308
857	1852	306
858	1854	304
859	1856	302
860	1857	299
861	1859	297
862	1861	295
863	1864	293
864	1866	291
865	1869	289
866	1870	287
867	1872	284
868	1874	282
869	1876	280
870	1877	278
871	1879	275
872	1881	273
873	1882	271
874	1884	269
875	1886	267
876	1888	264
877	1889	262
878	1891	260
879	1893	258
880	1895	256
881	1897	253
882	1898	251
883	1900	249
884	1902	247
885	1903	244
886	1906	242
887	1908	240
888	1910	238
889	1911	236
890	1913	234
891	1915	231
892	1917	229
893	1919	227
894	1921	225
895	1923	223
896	1925	221
897	1926	218
898	1928	216
899	1930	214
900	1932	212
901	1935	210
902	1936	208
903	1938	205
904	1939	203
905	1941	201
906	1943	199
907	1945	197
908	1946	194
909	1950	192
910	1951	190
911	1953	188
912	1955	186
913	1957	184
914	1959	181
915	1963	180
916	1965	177
917	1967	175
918	1969	173
919	1973	171
920	1975	169
921	1977	167
922	1979	165
923	1982	163
924	1984	160
925	1986	158
926	1988	156
927	1990	154
928	1992	152
929	1994	150
930	1995	147
931	1997	145
932	1999	143
933	2001	141
934	2003	139
935	2005	137
936	2007	134
937	2008	132
938	2010	130
939	2012	128
940	2013	126
941	2015	124
942	2017	121
943	2019	119
944	2021	117
945	2023	115
946	2025	113
947	2027	111
948	2029	109
949	2031	106
950	2032	104
951	2035	102
952	2036	100
953	2038	98
954	2040	96
955	2042	94
956	2045	91
957	2047	89
958	2050	87
959	2051	85
960	2053	83
961	2055	81
962	2057	79
963	2059	76
964	2061	74
965	2064	72
966	2066	70
967	2068	68
968	2070	66
969	2072	64
970	2074	61
971	2075	59
972	2077	57
973	2079	55
974	2081	53
975	2083	51
976	2085	49
977	2086	46
978	2088	44
979	2090	42
980	2091	40
981	2093	38
982	2095	36
983	2097	34
984	2098	31
985	2100	29
986	2102	27
987	2104	25
988	2106	23
989	2108	21
990	2110	19
991	2112	17
992	2114	14
993	2116	12
994	2117	10
995	2119	8
996	2121	6
997	2125	4
998	2127	2
999	2129	0
